id,company_id,title,url,source,content,published_date,created_at
0,17,Ranked: U.S. States With the Highest Credit Card Debt,https://www.visualcapitalist.com/ranked-u-s-states-with-the-highest-credit-card-debt/,Visual Capitalist,Explore which U.S. states carry the most household credit card debt in 2025 using this data visualization.,2025-09-28T18:39:21.325941,2025-09-29T16:39:21.326472
0,17,Credit Card Ownership And Usage Statistics,https://www.bankrate.com/credit-cards/news/credit-card-ownership-usage-statistics/,Bankrate,"Access to credit can differ from person to person. Find out how age, income level, gender and race can nfluence the number of credit cards...",2025-09-25T18:39:21.326995,2025-09-29T16:39:21.327333
0,17,Best Business Credit Cards of September 2025,https://money.usnews.com/credit-cards/business,US News Money,The Blue Business® Plus Credit Card from American Express: Best feature: 12-month 0% APR on purchases. Ink Business Premier® Credit Card:...,2025-09-26T18:39:21.327685,2025-09-29T16:39:21.327730
0,17,Best Mastercard Credit Cards of October 2025,https://www.nerdwallet.com/best/credit-cards/mastercard-cards,NerdWallet,"Mastercard credit cards are accepted widely both in the U.S. and internationally. If you're in the market for a new Mastercard credit card,...",2025-09-25T18:39:21.328073,2025-09-29T16:39:21.328110
0,17,Credit card debt in the U.S. hits all-time high of $930 billion—here's how to tackle yours with a balance transfer,https://www.cnbc.com/select/us-credit-card-debt-hits-all-time-high/,CNBC,Quick facts: Credit card debt and delinquency rates · U.S. credit card debt hit an all-time high of $930 billion · Debt surpassed the $870...,2025-09-25T18:39:21.328463,2025-09-29T16:39:21.328501
0,17,Average Credit Card Processing Fees and Costs in 2025,https://www.fool.com/money/research/average-credit-card-processing-fees-costs-america/,The Motley Fool,"Record processing fees: In 2024, U.S. credit card companies earned $148.5 billion from merchant swipe fees, costing families about $1,200...",2025-09-25T18:39:21.328832,2025-09-29T16:39:21.328868
0,17,Set money in motion,https://www.mastercard.com/us/en/business/payments/mastercard-move.html,Mastercard,Mastercard Move has been a tremendous partner to us in being able to serve our customers use cases and their needs. Manoj Verma Chief Revenue Officer...,2025-09-29T16:39:21.328878,2025-09-29T16:39:21.328880
0,17,United States Spirit Airlines Enhances Travel Experience with Two Free Checked Bags on Free Spirit Travel More Mastercard,https://www.travelandtourworld.com/news/article/united-states-spirit-airlines-enhances-travel-experience-with-two-free-checked-bags-on-free-spirit-travel-more-mastercard/,Travel And Tour World,"Spirit Airlines now offers two free checked bags for Free Spirit Travel More Mastercard cardholders, enhancing travel with new benefits and...",2025-09-23T18:39:21.329211,2025-09-29T16:39:21.329246
0,17,MoneyGram and Mastercard Collaborate to Advance Digital Money Movement,https://www.prnewswire.com/news-releases/moneygram-and-mastercard-collaborate-to-advance-digital-money-movement-302418494.html,PR Newswire,MoneyGram customers can use any US-issued Mastercard card to send funds cross-border to 38 eligible receiving markets and counting.,2025-09-29T16:39:21.329256,2025-09-29T16:39:21.329258
0,17,Best No-Annual-Fee Credit Cards of September 2025,https://money.usnews.com/credit-cards/no-annual-fee,US News Money,"You don't have to pay an annual fee to get a great credit card. Whether you're looking for rewards on travel or everyday spending,...",2025-09-26T18:39:21.329589,2025-09-29T16:39:21.329625
0,17,Mastercard profit beats expectations on resilient consumer spending,https://www.reuters.com/business/mastercard-first-quarter-profit-rises-consumer-spending-holds-up-2025-05-01/,Reuters,Mastercard beat Wall Street estimates for first-quarter profit on Thursday as customers kept up spending on its card network despite the...,2025-09-29T16:39:21.329634,2025-09-29T16:39:21.329636
0,17,Mastercard for Government,https://www.mastercard.com/us/en/business/industry-segment/public-sector.html,Mastercard,"Bringing together our global network, partners and technologies to help governments drive efficiencies and deliver more inclusive and sustainable economic...",2025-09-29T16:39:21.329643,2025-09-29T16:39:21.329645
0,17,11 best travel credit cards of October 2025,https://www.cnbc.com/select/best-travel-credit-cards/,CNBC,We analyzed dozens of popular travel cards and dug into each one's perks and drawbacks to find the best travel credit cards based on your...,2025-09-25T18:39:21.329970,2025-09-29T16:39:21.330006
0,17,Best Citi Credit Cards of September 2025,https://money.usnews.com/credit-cards/citi,US News Money,"One of the leading credit card issuers in the United States, Citi has a range of cards that are appealing to all types of consumers.",2025-09-25T18:39:21.330333,2025-09-29T16:39:21.330368
0,17,Mastercard Digital First™ - Improve Digital Customer Experience,https://www.mastercard.com/us/en/business/payments/consumer-payments/next-gen-payments/digital-first.html,Mastercard,"Mastercard Digital First™ card program offers a intuitive, secure and tailored digital payment card experience.",2025-09-29T16:39:21.330377,2025-09-29T16:39:21.330378
0,17,Mastercard Open Finance and Banking Solutions,https://www.mastercard.com/us/en/business/open-finance.html,Mastercard,"Unlock the potential of open banking solutions with Mastercard Open Finance, paving the way for seamless financial innovation.",2025-09-29T16:39:21.330386,2025-09-29T16:39:21.330388
0,17,Mastercard U.S. Trademark and Copyright - Terms of Use,https://www.mastercard.com/us/en/us-trademarks.html,Mastercard,Find the list of trademarks and service marks owned by Mastercard and its subsidiaries in the U.S. Refer to the Law Department of Mastercard for trademark...,2025-09-29T16:39:21.330395,2025-09-29T16:39:21.330396
0,17,2025 Global Chargebacks Outlook - The chargeback window of opportunity,https://www.mastercard.com/us/en/news-and-trends/Insights/2025/2025-global-chargebacks-outlook.html,www.mastercard.com,Chargebacks are set to increase 24% by 2028. Traditional dispute management systems are struggling to cope – leading to high costs and negative customer...,2025-09-29T16:39:21.330403,2025-09-29T16:39:21.330404
0,17,"Binance CEO on crypto adoption, fueling financial inclusion",https://www.mastercard.com/us/en/news-and-trends/stories/2025/binance-richard-teng-interview.html,www.mastercard.com,"Binance chief Richard Teng outlines crypto's global future with a focus on institutional adoption, emerging market growth and partnerships.",2025-09-29T16:39:21.330411,2025-09-29T16:39:21.330413
0,17,Modern slavery and human trafficking statement,https://www.mastercard.com/us/en/for-the-world/about-us/mastercard-modern-slavery-and-human-trafficking-statement.html,Mastercard,Mastercard endorses the principles of the UK Modern Day Slavery Act with policies designed to eradicate modern slavery from its business and supply chains.,2025-09-29T16:39:21.330420,2025-09-29T16:39:21.330421
